,devs,genders,countries
30810,616801,male,None
30811,165418,male,australia
30812,1662366,male,None
30813,49132,male,canada
30814,256982,male,portugal
30815,172092,male,None
30816,280054,male,None
30817,280067,None,None
30818,418729,male,None
30819,2415,male,hong kong
30820,2459,male,singapore
30821,26595,male,kenya
30822,26583,None,united states
30823,4890,male,None
30824,83651,male,united states
30825,14278,female,china
30826,75904,male,united states
30827,94074,male,None
30828,76278,male,None
30829,76282,male,None
30830,1311326,male,None
30831,2157284,female,None
30832,1296732,male,india
30833,1002941,None,None
30834,304145,male,None
30835,132837,male,belgium
30836,1002933,male,None
30837,283144,male,belgium
30838,735567,male,belgium
30839,24188,male,canada
30840,100524,male,canada
30841,115759,None,None
30842,1600458,male,None
30843,15393,male,united kingdom
30844,201251,male,australia
30845,408773,male,argentina
30846,130700,male,united states
30847,10990,male,united states
30848,79045,male,united states
30849,79039,male,None
30850,12682,male,united states
30851,79037,None,None
30852,34447,male,united states
30853,51672,male,united states
30854,72699,male,united states
30855,36610,male,united states
30856,6090,male,united states
30857,80241,male,united states
30858,124652,male,None
30859,117782,male,None
30860,151295,male,new zealand
30861,2512220,male,None
30862,144880,male,australia
30863,334170,male,united states
30864,1165690,male,None
30865,1165702,None,None
30866,1165706,female,None
30867,1366412,male,None
30868,457207,male,None
30869,2700840,female,None
30870,2117500,male,None
30871,2084,male,germany
30872,54365,male,germany
30873,137957,female,germany
30874,55224,male,germany
30875,59566,None,germany
30876,239214,male,germany
30877,26186,male,germany
30878,109955,male,None
30879,36406,male,switzerland
30880,348480,male,spain
30881,30944,male,russia
30882,30020,male,None
30883,62488,male,switzerland
30884,13157,male,china
30885,1168920,male,None
30886,148078,male,germany
30887,62490,None,None
30888,977785,None,None
30889,30776,male,germany
30890,626875,male,moldova
30891,1644683,None,None
30892,36525,male,australia
30893,62476,male,None
30894,2249205,None,None
30895,62493,male,switzerland
30896,28179,male,None
30897,314470,male,australia
30898,2754570,male,None
30899,154629,male,india
30900,334438,male,None
30901,201389,female,india
30902,619892,None,None
30903,2299712,female,india
30904,160784,male,sweden
30905,277728,male,sweden
30906,446361,male,None
30907,1250447,male,None
30908,471604,male,None
30909,1233044,male,italy
30910,190363,male,united states
30911,351857,male,united states
30912,331048,male,united states
30913,66440,male,None
30914,147084,male,united states
30915,144667,male,united states
30916,23594,male,united states
30917,5998,male,united kingdom
30918,63321,male,None
30919,140507,male,united states
30920,7617,male,united states
30921,1336028,None,None
30922,331053,male,None
30923,418407,None,None
30924,5981,female,united states
30925,162315,male,None
30926,274267,male,united states
30927,5996,male,united kingdom
30928,5967,male,canada
30929,72933,male,united states
30930,400918,None,None
30931,1321456,None,None
30932,279077,male,None
30933,270226,male,united states
30934,6001,male,united states
30935,196939,male,united states
30936,780102,male,united states
30937,162328,male,united states
30938,789694,None,None
30939,248558,male,None
30940,43054,male,united kingdom
30941,66825,male,united states
30942,268660,male,None
30943,516366,None,None
30944,579898,male,None
30945,807379,None,None
30946,579900,male,united states
30947,43330,male,portugal
30948,6029,female,None
30949,6021,male,brazil
30950,6024,female,united states
30951,6025,female,None
30952,238589,male,None
30953,339477,male,None
30954,246304,male,united states
30955,1218740,male,None
30956,426510,male,None
30957,447956,male,None
30958,164654,male,united states
30959,537087,male,None
30960,708373,male,None
30961,1335986,male,None
30962,1510951,male,None
30963,21023,male,united states
30964,375642,male,united states
30965,89960,male,united states
30966,6006,male,united states
30967,6000,male,None
30968,317068,male,united states
30969,5968,male,united states
30970,72792,None,venezuela
30971,83678,male,france
30972,29789,male,argentina
30973,112175,male,japan
30974,365286,None,None
30975,365310,male,None
30976,378540,male,south africa
30977,82311,male,czech republic
30978,757199,male,None
30979,757150,male,united kingdom
30980,53941,None,None
30981,5975,male,united states
30982,120018,female,None
30983,189501,None,united states
30984,394492,male,None
30985,707178,male,united kingdom
30986,126910,male,united kingdom
30987,152226,male,None
30988,12210,male,portugal
30989,301680,male,united states
30990,220705,None,None
30991,5963,male,None
30992,67222,male,united states
30993,553467,male,None
30994,3641,male,united states
30995,44711,None,taiwan
30996,44710,None,None
30997,5957,male,None
30998,519369,None,None
30999,5959,male,south africa
31000,5958,male,canada
31001,128040,male,united states
31002,1291758,male,united states
31003,5983,None,None
31004,5977,None,None
31005,67569,male,None
31006,503889,male,None
31007,1254851,None,None
31008,75804,male,None
31009,806839,male,None
31010,469704,male,None
31011,314372,male,canada
31012,387238,male,None
31013,791874,male,None
31014,25904,male,None
31015,96043,male,united states
31016,777020,male,None
31017,242063,male,united states
31018,15455,male,None
31019,105081,male,None
31020,424329,None,None
31021,354491,male,sweden
31022,821650,male,None
31023,74614,male,india
31024,283580,None,None
31025,392359,male,None
31026,98585,male,None
31027,14189,male,united states
31028,140822,male,united states
31029,269482,male,None
31030,379566,None,None
31031,62115,male,united states
31032,29360,male,united states
31033,576289,None,None
31034,527076,male,None
31035,339028,male,None
31036,290555,male,None
31037,410042,male,None
31038,9261,female,australia
31039,506256,male,canada
31040,230364,male,united states
31041,377699,male,None
31042,62425,male,None
31043,648628,male,None
31044,634920,None,united states
31045,557511,male,None
31046,560045,male,japan
31047,101056,male,denmark
31048,254580,male,philippines
31049,987298,None,None
31050,413660,male,united kingdom
31051,7690,male,denmark
31052,73433,male,australia
31053,424334,male,None
31054,742675,male,None
31055,176688,male,united states
31056,172250,male,australia
31057,831183,male,None
31058,7129,male,united states
31059,47152,male,united states
31060,23562,male,None
31061,2520788,None,None
31062,643424,male,None
31063,757849,male,None
31064,21806,male,sweden
31065,223215,male,None
31066,17452,male,australia
31067,51297,male,united states
31068,1357673,None,None
31069,631403,male,united kingdom
31070,1483002,None,None
31071,1035785,male,italy
31072,88739,male,japan
31073,1871360,None,None
31074,159203,male,ireland
31075,1617562,male,united states
31076,39282,None,None
31077,939984,male,finland
31078,309385,None,united kingdom
31079,61663,male,france
31080,1679643,male,None
31081,352114,male,None
31082,461967,female,None
31083,23241,male,denmark
31084,414097,male,None
31085,1424137,None,None
31086,33963,male,None
31087,18404,male,united states
31088,1022931,male,united states
31089,47664,male,canada
31090,383802,None,None
31091,63240,male,united states
31092,345971,male,None
31093,246444,male,united states
31094,229929,female,united states
31095,2299848,male,None
31096,236071,male,united kingdom
31097,3819,male,united states
31098,1880386,None,None
31099,266353,male,india
31100,38765,male,russia
31101,396576,male,None
31102,940025,male,None
31103,158966,male,united states
31104,424433,male,None
31105,959487,male,united states
31106,35942,male,None
31107,1590283,None,None
31108,2054514,None,None
31109,2127361,male,united states
31110,1504403,None,None
31111,455438,male,None
31112,111420,female,None
31113,1984646,None,None
31114,1308063,male,None
31115,1880385,male,None
31116,181479,None,india
31117,42684,male,united states
31118,760962,male,None
31119,99994,male,united states
31120,468024,male,None
31121,530118,male,None
31122,2301311,male,None
31123,1814477,male,None
31124,128118,male,ukraine
31125,106471,male,None
31126,2228300,None,None
31127,303303,male,united states
31128,1629257,male,None
31129,98262,None,philippines
31130,2169754,male,None
31131,611339,male,None
31132,307732,None,None
31133,326110,male,united states
31134,11346,male,israel
31135,144165,None,united states
31136,72851,male,united states
31137,1972330,None,None
31138,1168806,male,None
31139,351392,female,None
31140,2082205,male,None
31141,1996660,male,None
31142,118761,male,sweden
31143,566652,male,united kingdom
31144,1012865,male,None
31145,1906164,male,None
31146,1673967,None,None
31147,76395,male,canada
31148,14872,male,ireland
31149,495799,male,None
31150,259561,None,None
31151,552164,male,united states
31152,2003978,male,None
31153,1232896,male,None
31154,194838,male,None
31155,407071,male,united states
31156,2149734,None,None
31157,704483,male,None
31158,2325406,None,None
31159,44636,male,None
31160,757154,male,None
31161,674596,male,united states
31162,131420,male,None
31163,238619,male,united states
31164,156303,male,united states
31165,981234,male,None
31166,280240,male,united states
31167,1024270,male,None
31168,2548962,male,None
31169,233521,male,None
31170,2437604,male,None
31171,2471575,None,None
31172,99457,None,None
31173,1132749,None,None
31174,2994163,male,united states
31175,680620,None,None
31176,1218781,female,None
31177,2560100,male,india
31178,863584,None,None
31179,2383882,male,None
31180,251160,male,None
31181,1150697,male,None
31182,1036753,female,None
31183,178878,male,united states
31184,2055521,None,None
31185,1336054,male,None
31186,230698,male,united states
31187,37689,male,brazil
31188,2421995,None,None
31189,260301,None,None
31190,476632,male,None
31191,2616950,male,None
31192,10497,None,None
31193,415011,None,None
31194,121672,male,sweden
31195,64083,male,None
31196,639517,male,india
31197,224640,male,norway
31198,41013,male,None
31199,12404,male,None
31200,12386,male,None
31201,5487,male,united states
31202,41039,None,None
31203,41935,male,united states
31204,1556967,male,None
31205,385787,male,None
31206,279299,male,None
31207,77635,male,united states
31208,146058,male,france
31209,2272,male,united states
31210,37329,male,united states
31211,334045,male,united states
31212,77029,None,None
31213,1399562,male,None
31214,1399563,male,None
31215,347490,male,None
31216,1399565,male,slovakia
31217,1707741,male,None
31218,127761,male,netherlands
31219,8271,male,netherlands
31220,4980,male,united states
31221,647393,male,united states
31222,1887333,female,None
31223,214049,male,uruguay
31224,335515,male,uruguay
31225,757484,male,None
31226,763592,None,None
31227,1499266,male,None
31228,593075,male,None
31229,2300477,male,None
31230,1618503,male,None
31231,702474,male,finland
31232,369842,male,belgium
31233,7229,male,united states
31234,129038,male,mexico
31235,1945134,None,None
31236,76667,male,None
31237,283347,male,None
31238,153369,male,None
31239,64054,male,None
31240,153367,male,None
31241,1238,male,None
31242,64061,male,None
31243,385170,male,None
31244,385176,male,None
31245,1461269,male,None
31246,1246463,female,None
31247,1531121,female,None
31248,138592,male,None
31249,1531125,male,None
31250,1600,male,united states
31251,1531122,male,None
31252,50380,male,None
31253,349713,male,None
31254,558459,male,None
31255,311697,male,united states
31256,283207,male,russia
31257,94541,male,japan
31258,326649,male,None
31259,38037,male,None
31260,85297,male,None
31261,85310,male,None
31262,85198,None,None
31263,85039,male,None
31264,85167,male,None
31265,85279,male,None
31266,85272,female,None
31267,906361,male,None
31268,33373,male,None
